IDCliente;NombreCliente;Ciudad;Pais;Latitud;Longitud;IDProducto;NombreProducto;CostoUSD;Categoria;Margen;CodigoPedido;FechaVenta;Unidades;CostoTotalUSD;VentaUSD;VentaTotalUSD
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS5;Galaxy S5;1150;Gama Alta;0,45;177718;2013-11-08;118;135700;1667,5;196765
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS6;Galaxy S6;1225;Gama Alta;0,45;177719;2013-11-08;88;107800;1776,25;156310
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;MG;Motorola G;780;Gama Media;0,35;177720;2013-11-08;94;73320;1053;98982
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;MX;Motorola X;548;Gama Media;0,35;177721;2013-11-08;100;54800;739,8;73980
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;SXU;Sony Xperia U;999;Gama Alta;0,45;177722;2013-11-08;84;83916;1448,55;121678,2
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;AO1;Alcatel One;700;Gama Baja;0,25;177723;2013-11-08;132;92400;875;115500
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;LGP;LG Pro;358;Gama Alta;0,45;177724;2013-11-08;92;32936;519,1;47757,2
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP2;Iphone 2;1000;Gama Baja;0,25;177725;2013-11-08;56;56000;1250;70000
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP3;Iphone 3;1200;Gama Baja;0,25;177726;2013-11-08;50;60000;1500;75000
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP4;Iphone 4;1400;Gama Media;0,35;177727;2013-11-08;54;75600;1890;102060
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP5;Iphone 5;1600;Gama Media;0,35;177728;2013-11-08;44;70400;2160;95040
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;IP6;Iphone 6;1800;Gama Alta;0,45;177729;2013-11-08;54;97200;2610;140940
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS1;Galaxy S1;850;Gama Baja;0,25;177730;2013-11-08;82;69700;1062,5;87125
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS2;Galaxy S2;925;Gama Baja;0,25;177731;2013-11-08;62;57350;1156,25;71687,5
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS3;Galaxy S3;1000;Gama Media;0,35;177732;2013-11-08;68;68000;1350;91800
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS4;Galaxy S4;1075;Gama Media;0,35;177733;2013-11-08;78;83850;1451,25;113197,5
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS5;Galaxy S5;1150;Gama Alta;0,45;177734;2013-11-08;74;85100;1667,5;123395
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;GS6;Galaxy S6;1225;Gama Alta;0,45;177735;2013-11-08;72;88200;1776,25;127890
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;MG;Motorola G;780;Gama Media;0,35;177736;2013-11-08;44;34320;1053;46332
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;MX;Motorola X;548;Gama Media;0,35;177737;2013-11-08;94;51512;739,8;69541,2
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;SXU;Sony Xperia U;999;Gama Alta;0,45;177738;2013-11-08;90;89910;1448,55;130369,5
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;AO1;Alcatel One;700;Gama Baja;0,25;177739;2013-11-08;62;43400;875;54250
181241;Ripley;Concepción;Chile;-33,401107;-70,578392;LGP;LG Pro;358;Gama Alta;0,45;177740;2013-11-08;82;29356;519,1;42566,2
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP2;Iphone 2;1000;Gama Baja;0,25;177741;2013-11-08;144;144000;1250;180000
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP3;Iphone 3;1200;Gama Baja;0,25;177742;2013-11-08;130;156000;1500;195000
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP4;Iphone 4;1400;Gama Media;0,35;177743;2013-11-08;136;190400;1890;257040
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP5;Iphone 5;1600;Gama Media;0,35;177744;2013-11-08;116;185600;2160;250560
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;IP6;Iphone 6;1800;Gama Alta;0,45;177745;2013-11-08;152;273600;2610;396720
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS1;Galaxy S1;850;Gama Baja;0,25;177746;2013-11-08;120;102000;1062,5;127500
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS2;Galaxy S2;925;Gama Baja;0,25;177747;2013-11-08;88;81400;1156,25;101750
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS3;Galaxy S3;1000;Gama Media;0,35;177748;2013-11-08;94;94000;1350;126900
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS4;Galaxy S4;1075;Gama Media;0,35;177749;2013-11-08;106;113950;1451,25;153832,5
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS5;Galaxy S5;1150;Gama Alta;0,45;177750;2013-11-08;114;131100;1667,5;190095
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;GS6;Galaxy S6;1225;Gama Alta;0,45;177751;2013-11-08;108;132300;1776,25;191835
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;MG;Motorola G;780;Gama Media;0,35;177752;2013-11-08;110;85800;1053;115830
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;MX;Motorola X;548;Gama Media;0,35;177753;2013-11-08;124;67952;739,8;91735,2
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;SXU;Sony Xperia U;999;Gama Alta;0,45;177754;2013-11-08;154;153846;1448,55;223076,7
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;AO1;Alcatel One;700;Gama Baja;0,25;177755;2013-11-08;150;105000;875;131250
111249;Ct Pal;Buenos Aires;Argentina;-34,590081;-58,424213;LGP;LG Pro;358;Gama Alta;0,45;177756;2013-11-08;152;54416;519,1;78903,2
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP2;Iphone 2;1000;Gama Baja;0,25;177757;2013-11-08;116;116000;1250;145000
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP3;Iphone 3;1200;Gama Baja;0,25;177758;2013-11-08;100;120000;1500;150000
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP4;Iphone 4;1400;Gama Media;0,35;177759;2013-11-08;74;103600;1890;139860
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP5;Iphone 5;1600;Gama Media;0,35;177760;2013-11-08;70;112000;2160;151200
171251;Infotect;Lima;Perú;-12,061354;-77,037754;IP6;Iphone 6;1800;Gama Alta;0,45;177761;2013-11-08;110;198000;2610;287100
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS1;Galaxy S1;850;Gama Baja;0,25;177762;2013-11-08;102;86700;1062,5;108375
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS2;Galaxy S2;925;Gama Baja;0,25;177763;2013-11-08;66;61050;1156,25;76312,5
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS3;Galaxy S3;1000;Gama Media;0,35;177764;2013-11-08;58;58000;1350;78300
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS4;Galaxy S4;1075;Gama Media;0,35;177765;2013-11-08;88;94600;1451,25;127710
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS5;Galaxy S5;1150;Gama Alta;0,45;177766;2013-11-08;98;112700;1667,5;163415
171251;Infotect;Lima;Perú;-12,061354;-77,037754;GS6;Galaxy S6;1225;Gama Alta;0,45;177767;2013-11-08;100;122500;1776,25;177625
171251;Infotect;Lima;Perú;-12,061354;-77,037754;MG;Motorola G;780;Gama Media;0,35;177768;2013-11-08;90;70200;1053;94770
171251;Infotect;Lima;Perú;-12,061354;-77,037754;MX;Motorola X;548;Gama Media;0,35;177769;2013-11-08;118;64664;739,8;87296,4
171251;Infotect;Lima;Perú;-12,061354;-77,037754;SXU;Sony Xperia U;999;Gama Alta;0,45;177770;2013-11-08;106;105894;1448,55;153546,3
171251;Infotect;Lima;Perú;-12,061354;-77,037754;AO1;Alcatel One;700;Gama Baja;0,25;177771;2013-11-08;70;49000;875;61250
171251;Infotect;Lima;Perú;-12,061354;-77,037754;LGP;LG Pro;358;Gama Alta;0,45;177772;2013-11-08;92;32936;519,1;47757,2
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP2;Iphone 2;1000;Gama Baja;0,25;177773;2013-11-08;56;56000;1250;70000
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP3;Iphone 3;1200;Gama Baja;0,25;177774;2013-11-08;62;74400;1500;93000
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP4;Iphone 4;1400;Gama Media;0,35;177775;2013-11-08;46;64400;1890;86940
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP5;Iphone 5;1600;Gama Media;0,35;177776;2013-11-08;52;83200;2160;112320
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;IP6;Iphone 6;1800;Gama Alta;0,45;177777;2013-11-08;82;147600;2610;214020
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS1;Galaxy S1;850;Gama Baja;0,25;177778;2013-11-08;56;47600;1062,5;59500
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS2;Galaxy S2;925;Gama Baja;0,25;177779;2013-11-08;64;59200;1156,25;74000
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS3;Galaxy S3;1000;Gama Media;0,35;177780;2013-11-08;60;60000;1350;81000
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS4;Galaxy S4;1075;Gama Media;0,35;177781;2013-11-08;48;51600;1451,25;69660
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS5;Galaxy S5;1150;Gama Alta;0,45;177782;2013-11-08;96;110400;1667,5;160080
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;GS6;Galaxy S6;1225;Gama Alta;0,45;177783;2013-11-08;92;112700;1776,25;163415
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;MG;Motorola G;780;Gama Media;0,35;177784;2013-11-08;96;74880;1053;101088
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;MX;Motorola X;548;Gama Media;0,35;177785;2013-11-08;46;25208;739,8;34030,8
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;SXU;Sony Xperia U;999;Gama Alta;0,45;177786;2013-11-08;84;83916;1448,55;121678,2
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;AO1;Alcatel One;700;Gama Baja;0,25;177787;2013-11-08;48;33600;875;42000
181253;Falabella;Santiago;Chile;-33,435111;-70,660649;LGP;LG Pro;358;Gama Alta;0,45;177788;2013-11-08;58;20764;519,1;30107,8
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP2;Iphone 2;1000;Gama Baja;0,25;177789;2013-12-08;76;76000;1250;95000
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP3;Iphone 3;1200;Gama Baja;0,25;177790;2013-12-08;84;100800;1500;126000
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP4;Iphone 4;1400;Gama Media;0,35;177791;2013-12-08;58;81200;1890;109620
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP5;Iphone 5;1600;Gama Media;0,35;177792;2013-12-08;56;89600;2160;120960
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;IP6;Iphone 6;1800;Gama Alta;0,45;177793;2013-12-08;72;129600;2610;187920
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS1;Galaxy S1;850;Gama Baja;0,25;177794;2013-12-08;44;37400;1062,5;46750
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS2;Galaxy S2;925;Gama Baja;0,25;177795;2013-12-08;74;68450;1156,25;85562,5
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS3;Galaxy S3;1000;Gama Media;0,35;177796;2013-12-08;54;54000;1350;72900
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS4;Galaxy S4;1075;Gama Media;0,35;177797;2013-12-08;46;49450;1451,25;66757,5
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS5;Galaxy S5;1150;Gama Alta;0,45;177798;2013-12-08;50;57500;1667,5;83375
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;GS6;Galaxy S6;1225;Gama Alta;0,45;177799;2013-12-08;58;71050;1776,25;103022,5
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;MG;Motorola G;780;Gama Media;0,35;177800;2013-12-08;56;43680;1053;58968
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;MX;Motorola X;548;Gama Media;0,35;177801;2013-12-08;92;50416;739,8;68061,6
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;SXU;Sony Xperia U;999;Gama Alta;0,45;177802;2013-12-08;66;65934;1448,55;95604,3
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;AO1;Alcatel One;700;Gama Baja;0,25;177803;2013-12-08;66;46200;875;57750
181215;Jumbo;Santiago;Chile;-33,486829;-70,650888;LGP;LG Pro;358;Gama Alta;0,45;177804;2013-12-08;44;15752;519,1;22840,4
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP2;Iphone 2;1000;Gama Baja;0,25;177805;2013-12-08;82;82000;1250;102500
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP3;Iphone 3;1200;Gama Baja;0,25;177806;2013-12-08;94;112800;1500;141000
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP4;Iphone 4;1400;Gama Media;0,35;177807;2013-12-08;104;145600;1890;196560
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP5;Iphone 5;1600;Gama Media;0,35;177808;2013-12-08;112;179200;2160;241920
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;IP6;Iphone 6;1800;Gama Alta;0,45;177809;2013-12-08;100;180000;2610;261000
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS1;Galaxy S1;850;Gama Baja;0,25;177810;2013-12-08;92;78200;1062,5;97750
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS2;Galaxy S2;925;Gama Baja;0,25;177811;2013-12-08;128;118400;1156,25;148000
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS3;Galaxy S3;1000;Gama Media;0,35;177812;2013-12-08;88;88000;1350;118800
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS4;Galaxy S4;1075;Gama Media;0,35;177813;2013-12-08;118;126850;1451,25;171247,5
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS5;Galaxy S5;1150;Gama Alta;0,45;177814;2013-12-08;82;94300;1667,5;136735
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;GS6;Galaxy S6;1225;Gama Alta;0,45;177815;2013-12-08;110;134750;1776,25;195387,5
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;MG;Motorola G;780;Gama Media;0,35;177816;2013-12-08;80;62400;1053;84240
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;MX;Motorola X;548;Gama Media;0,35;177817;2013-12-08;124;67952;739,8;91735,2
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;SXU;Sony Xperia U;999;Gama Alta;0,45;177818;2013-12-08;122;121878;1448,55;176723,1
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;AO1;Alcatel One;700;Gama Baja;0,25;177819;2013-12-08;104;72800;875;91000
161217;Éxito;Bogotá;Colombia;-4,683894;-74,079931;LGP;LG Pro;358;Gama Alta;0,45;177820;2013-12-08;132;47256;519,1;68521,2
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP2;Iphone 2;1000;Gama Baja;0,25;177821;2013-12-08;92;92000;1250;115000
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP3;Iphone 3;1200;Gama Baja;0,25;177822;2013-12-08;56;67200;1500;84000
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP4;Iphone 4;1400;Gama Media;0,35;177823;2013-12-08;100;140000;1890;189000
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP5;Iphone 5;1600;Gama Media;0,35;177824;2013-12-08;118;188800;2160;254880
171219;Tottus;Lima;Perú;-12,048157;-77,058537;IP6;Iphone 6;1800;Gama Alta;0,45;177825;2013-12-08;60;108000;2610;156600
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS1;Galaxy S1;850;Gama Baja;0,25;177826;2013-12-08;106;90100;1062,5;112625
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS2;Galaxy S2;925;Gama Baja;0,25;177827;2013-12-08;100;92500;1156,25;115625
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS3;Galaxy S3;1000;Gama Media;0,35;177828;2013-12-08;82;82000;1350;110700
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS4;Galaxy S4;1075;Gama Media;0,35;177829;2013-12-08;96;103200;1451,25;139320
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS5;Galaxy S5;1150;Gama Alta;0,45;177830;2013-12-08;96;110400;1667,5;160080
171219;Tottus;Lima;Perú;-12,048157;-77,058537;GS6;Galaxy S6;1225;Gama Alta;0,45;177831;2013-12-08;112;137200;1776,25;198940
171219;Tottus;Lima;Perú;-12,048157;-77,058537;MG;Motorola G;780;Gama Media;0,35;177832;2013-12-08;58;45240;1053;61074
171219;Tottus;Lima;Perú;-12,048157;-77,058537;MX;Motorola X;548;Gama Media;0,35;177833;2013-12-08;90;49320;739,8;66582
171219;Tottus;Lima;Perú;-12,048157;-77,058537;SXU;Sony Xperia U;999;Gama Alta;0,45;177834;2013-12-08;54;53946;1448,55;78221,7
171219;Tottus;Lima;Perú;-12,048157;-77,058537;AO1;Alcatel One;700;Gama Baja;0,25;177835;2013-12-08;116;81200;875;101500
171219;Tottus;Lima;Perú;-12,048157;-77,058537;LGP;LG Pro;358;Gama Alta;0,45;177836;2013-12-08;88;31504;519,1;45680,8
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP2;Iphone 2;1000;Gama Baja;0,25;177837;2013-12-08;72;72000;1250;90000
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP3;Iphone 3;1200;Gama Baja;0,25;177838;2013-12-08;94;112800;1500;141000
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP4;Iphone 4;1400;Gama Media;0,35;177839;2013-12-08;108;151200;1890;204120
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP5;Iphone 5;1600;Gama Media;0,35;177840;2013-12-08;114;182400;2160;246240
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;IP6;Iphone 6;1800;Gama Alta;0,45;177841;2013-12-08;60;108000;2610;156600
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS1;Galaxy S1;850;Gama Baja;0,25;177842;2013-12-08;62;52700;1062,5;65875
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS2;Galaxy S2;925;Gama Baja;0,25;177843;2013-12-08;98;90650;1156,25;113312,5
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS3;Galaxy S3;1000;Gama Media;0,35;177844;2013-12-08;96;96000;1350;129600
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS4;Galaxy S4;1075;Gama Media;0,35;177845;2013-12-08;96;103200;1451,25;139320
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS5;Galaxy S5;1150;Gama Alta;0,45;177846;2013-12-08;116;133400;1667,5;193430
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;GS6;Galaxy S6;1225;Gama Alta;0,45;177847;2013-12-08;70;85750;1776,25;124337,5
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;MG;Motorola G;780;Gama Media;0,35;177848;2013-12-08;62;48360;1053;65286
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;MX;Motorola X;548;Gama Media;0,35;177849;2013-12-08;110;60280;739,8;81378
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;SXU;Sony Xperia U;999;Gama Alta;0,45;177850;2013-12-08;84;83916;1448,55;121678,2
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;AO1;Alcatel One;700;Gama Baja;0,25;177851;2013-12-08;84;58800;875;73500
191221;Megamaxi;Quito;Ecuador;-0,286387;-78,542229;LGP;LG Pro;358;Gama Alta;0,45;177852;2013-12-08;82;29356;519,1;42566,2
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP2;Iphone 2;1000;Gama Baja;0,25;177853;2013-12-08;72;72000;1250;90000
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP3;Iphone 3;1200;Gama Baja;0,25;177854;2013-12-08;78;93600;1500;117000
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP4;Iphone 4;1400;Gama Media;0,35;177855;2013-12-08;72;100800;1890;136080
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP5;Iphone 5;1600;Gama Media;0,35;177856;2013-12-08;90;144000;2160;194400
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;IP6;Iphone 6;1800;Gama Alta;0,45;177857;2013-12-08;86;154800;2610;224460
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS1;Galaxy S1;850;Gama Baja;0,25;177858;2013-12-08;78;66300;1062,5;82875
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS2;Galaxy S2;925;Gama Baja;0,25;177859;2013-12-08;100;92500;1156,25;115625
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS3;Galaxy S3;1000;Gama Media;0,35;177860;2013-12-08;70;70000;1350;94500
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS4;Galaxy S4;1075;Gama Media;0,35;177861;2013-12-08;100;107500;1451,25;145125
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS5;Galaxy S5;1150;Gama Alta;0,45;177862;2013-12-08;54;62100;1667,5;90045
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;GS6;Galaxy S6;1225;Gama Alta;0,45;177863;2013-12-08;64;78400;1776,25;113680
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;MG;Motorola G;780;Gama Media;0,35;177864;2013-12-08;58;45240;1053;61074
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;MX;Motorola X;548;Gama Media;0,35;177865;2013-12-08;112;61376;739,8;82857,6
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;SXU;Sony Xperia U;999;Gama Alta;0,45;177866;2013-12-08;108;107892;1448,55;156443,4
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;AO1;Alcatel One;700;Gama Baja;0,25;177867;2013-12-08;58;40600;875;50750
141223;Disco;Montevideo;Uruguay;-34,89167;-56,125146;LGP;LG Pro;358;Gama Alta;0,45;177868;2013-12-08;94;33652;519,1;48795,4
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP2;Iphone 2;1000;Gama Baja;0,25;177869;2013-12-08;140;140000;1250;175000
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP3;Iphone 3;1200;Gama Baja;0,25;177870;2013-12-08;138;165600;1500;207000
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP4;Iphone 4;1400;Gama Media;0,35;177871;2013-12-08;128;179200;1890;241920
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP5;Iphone 5;1600;Gama Media;0,35;177872;2013-12-08;86;137600;2160;185760
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;IP6;Iphone 6;1800;Gama Alta;0,45;177873;2013-12-08;120;216000;2610;313200
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS1;Galaxy S1;850;Gama Baja;0,25;177874;2013-12-08;144;122400;1062,5;153000
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS2;Galaxy S2;925;Gama Baja;0,25;177875;2013-12-08;152;140600;1156,25;175750
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS3;Galaxy S3;1000;Gama Media;0,35;177876;2013-12-08;142;142000;1350;191700
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS4;Galaxy S4;1075;Gama Media;0,35;177877;2013-12-08;98;105350;1451,25;142222,5
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS5;Galaxy S5;1150;Gama Alta;0,45;177878;2013-12-08;150;172500;1667,5;250125
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;GS6;Galaxy S6;1225;Gama Alta;0,45;177879;2013-12-08;110;134750;1776,25;195387,5
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;MG;Motorola G;780;Gama Media;0,35;177880;2013-12-08;138;107640;1053;145314
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;MX;Motorola X;548;Gama Media;0,35;177881;2013-12-08;156;85488;739,8;115408,8
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;SXU;Sony Xperia U;999;Gama Alta;0,45;177882;2013-12-08;156;155844;1448,55;225973,8
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;AO1;Alcatel One;700;Gama Baja;0,25;177883;2013-12-08;86;60200;875;75250
111225;Jumbo/Easy;Buenos Aires;Argentina;-34,574376;-58,426387;LGP;LG Pro;358;Gama Alta;0,45;177884;2013-12-08;104;37232;519,1;53986,4
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP2;Iphone 2;1000;Gama Baja;0,25;177885;2013-12-08;76;76000;1250;95000
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP3;Iphone 3;1200;Gama Baja;0,25;177886;2013-12-08;102;122400;1500;153000
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP4;Iphone 4;1400;Gama Media;0,35;177887;2013-12-08;112;156800;1890;211680
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP5;Iphone 5;1600;Gama Media;0,35;177888;2013-12-08;132;211200;2160;285120
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;IP6;Iphone 6;1800;Gama Alta;0,45;177889;2013-12-08;110;198000;2610;287100
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS1;Galaxy S1;850;Gama Baja;0,25;177890;2013-12-08;66;56100;1062,5;70125
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS2;Galaxy S2;925;Gama Baja;0,25;177891;2013-12-08;120;111000;1156,25;138750
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS3;Galaxy S3;1000;Gama Media;0,35;177892;2013-12-08;78;78000;1350;105300
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS4;Galaxy S4;1075;Gama Media;0,35;177893;2013-12-08;112;120400;1451,25;162540
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS5;Galaxy S5;1150;Gama Alta;0,45;177894;2013-12-08;66;75900;1667,5;110055
161229;Unilago;Bogotá;Colombia;-4,665357;-74,058246;GS6;Galaxy S6;1225;Gama Alta;0,45;177895;2013-12-08;122;149450;1776,25;216702,5
